trip_id,taxi_id,trip_start_timestamp,trip_end_timestamp,trip_seconds,trip_miles,pickup_census_tract,dropoff_census_tract,pickup_community_area,dropoff_community_area,fare,tips,tolls,extras,trip_total,payment_type,company,pickup_centroid_latitude,pickup_centroid_longitude,pickup_centroid_location,dropoff_centroid_latitude,dropoff_centroid_longitude,dropoff_centroid_location
2529a71e8f38fe61a606c10c3d844c07769220b7,6544c8051894de482dd3253d911c3e3d713b43beb93de2f63eece4cc682a8fb12516e8a4b05e3f0bb77602be3ed3686299d1b8b0c3ece2ab2d183119053ad5b8,2023-01-05T23:45:00.000,2023-01-06T00:00:00.000,783.0,6.06,,,6.0,32.0,20.82,5.2,0.0,0.0,26.02,Mobile,City Service,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841)
7c0a537377b7bf2da8d8a3e0694e22146e4102b8,ebdfb00f38c617622248af90f5f2d6b5b43cd03e9254111fd71b942b6cd87a84fdf38c6e1203d3c8bee77c73fabfb2fc84f3663b1a86f4cc90acbeeabd615f27,2023-01-05T23:45:00.000,2023-01-05T23:45:00.000,0.0,0.0,,,28.0,28.0,3.25,0.0,0.0,0.0,3.25,Cash,Choice Taxi Association,41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383),41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383)
4bc0817195c86866841c06539bb8ebe3baebc41a,734d61bf7e7b985895d5a22f736f637dcc9a5575617e2a996cab2e51caeb8660a2b04cb984d3de484c95209b4c488207f8d4ac46ba5501384cf3f81a09ca06dd,2023-01-05T23:45:00.000,2023-01-06T00:15:00.000,1289.0,10.31,,,56.0,,80.0,16.1,0.0,0.0,96.6,Credit Card,City Service,41.79259236,-87.769615453,POINT (-87.7696154528 41.7925923603),,,
1dbd0309097253514117efaa319cc4586df7f5fd,4c06f4d6622cc4aecd182ded5c68ec252842a98a41c8b750c9d85f94e0148edad9237beff6f45deea615ea5aa8e7f96629fbd405b8419e6f0be0738dc8286f22,2023-01-05T23:45:00.000,2023-01-06T00:00:00.000,1080.0,0.5,,,33.0,44.0,25.25,0.0,0.0,0.0,25.25,Unknown,Taxi Affiliation Services,41.857183858,-87.620334624,POINT (-87.6203346241 41.8571838585),41.740205756,-87.615969523,POINT (-87.6159695226 41.7402057565)
e713643b6588f76509154b8f94b97893f28313f8,bc9f0521b68daec76fdff578445175b5afccf1701a34b0c54013555c56a1a42982fb8fdc2a5ad0e8cabbe067601a20f8df18f64883efddca7d1b686169f16e72,2023-01-05T23:45:00.000,2023-01-05T23:45:00.000,0.0,0.0,,,11.0,11.0,3.25,0.0,0.0,0.0,3.25,Cash,"Taxicab Insurance Agency, LLC",41.978829526,-87.771166703,POINT (-87.771166703 41.9788295262),41.978829526,-87.771166703,POINT (-87.771166703 41.9788295262)
0deeeacf5c00bcbfeee43eaa9d52e1efe5b20485,8105e73e69f876853cb9f5053fed42a9769b84588fa29b5675a78a4f63ef4ea192b7cb6c93e9d2ceda36030b27b5d6a7692574b1b858d30203ae6e3cc9d3ac8a,2023-01-05T23:45:00.000,2023-01-05T23:45:00.000,127.0,0.57,,,4.0,5.0,4.75,0.0,0.0,0.0,4.75,Cash,Flash Cab,41.975170943,-87.687515515,POINT (-87.6875155152 41.9751709433),41.947791586,-87.683834942,POINT (-87.6838349425 41.9477915865)
1056d3591055cf883f8aaa0422b3efb42e111b27,fc68d8f57ebef02a03efc9ed6c5ebd4488403fa6458091b2b8b02861363e1bb00c38faefdd0efed6578ecb869eea8e2ee3666bd5a7b88074368f98d9debca6e5,2023-01-05T23:45:00.000,2023-01-06T00:00:00.000,911.0,11.22,,,76.0,16.0,28.5,4.95,0.0,4.0,37.95,Credit Card,Taxicab Insurance Agency Llc,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.953582125,-87.72345239,POINT (-87.7234523905 41.9535821253)
d9b7eb67f180f9777e5b0c8f8571862cdc870932,4bb55b69e710d1792f5fd4888001f4ff0ce34040f976f8dd0307a1b5846f9a5f8855d2ab73ede4ba5167f8101c22dba1ff68f2a6d8a402ebafca9cbab923f694,2023-01-05T23:45:00.000,2023-01-06T00:00:00.000,1357.0,16.12,,,,24.0,40.0,7.2,0.0,7.5,55.2,Credit Card,Medallion Leasin,,,,41.901206994,-87.676355989,POINT (-87.6763559892 41.9012069941)
a7dc791de3a52ebd9b32a0180205bc17a0fbe54c,e27637808fdcc919f32da6ab2329455ead04bf9b0fd5144c1ffd16a2923f1237b543ab66580ba9732739184798b1247b74206320eed5bcbe1ae0f9e6196ad10d,2023-01-05T23:45:00.000,2023-01-06T00:00:00.000,1080.0,0.2,,,41.0,69.0,15.0,0.0,0.0,0.0,15.0,Unknown,Taxi Affiliation Services,41.794090253,-87.592310855,POINT (-87.592310855 41.794090253),41.763246799,-87.616134111,POINT (-87.6161341112 41.7632467988)
7cb9d154e42af7910dfa02a92931772477d375f3,5cfef538e74c1d5c6ec2a94ce6417fc3bcc0fe6dcb1ed25cc949f1b643f169859b98214af505b87fdb504896d507c13a2895f58e3a48edaec2088d6dbfbf98a5,2023-01-05T23:45:00.000,2023-01-06T00:00:00.000,378.0,1.36,,,8.0,32.0,11.0,2.67,0.0,0.0,13.67,Mobile,Sun Taxi,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841)
