trip_id,taxi_id,trip_start_timestamp,trip_end_timestamp,trip_seconds,trip_miles,pickup_census_tract,dropoff_census_tract,pickup_community_area,dropoff_community_area,fare,tips,tolls,extras,trip_total,payment_type,company,pickup_centroid_latitude,pickup_centroid_longitude,pickup_centroid_location,dropoff_centroid_latitude,dropoff_centroid_longitude,dropoff_centroid_location
bb9a973e27bb0aa8e37ee3caa5158d3e6a6b9da0,effbf1619864cc88b7cc99ecf936ef65065b329c827b2c63994b4418b9ab9eb0b4f83918ffca1e454032bea5f48874102aa2720b537347c52965608ade129c18,2023-01-09T23:45:00.000,2023-01-10T00:00:00.000,1247,17.19,,,76.0,8.0,42.25,11.94,0.0,5.0,59.69,Credit Card,Star North Taxi Management Llc,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
034ba9b8e5410bd29568391992b2c981f3f150be,5684532ed1cdd7cdb913cba01dc0667632954842d29a14e448ec6adda0ef87c958edf029db241cedf373bb3c42be9c2aed367a383ef8239d3a8bd9fbc6161ebf,2023-01-09T23:45:00.000,2023-01-10T00:00:00.000,1204,16.88,17031980000.0,17031839100.0,76.0,32.0,42.0,9.3,0.0,4.0,55.8,Mobile,Chicago Independents,41.97907082,-87.903039661,POINT (-87.9030396611 41.9790708201),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
0e13c675ce48484755c720c4bcdbfd25366826ed,c4a594a1f522860a7f91aca9a3cccbef723a1178f1fde92ea31bdb1fae73aa7b96e17e25603e962dc3081c1368d353502ecb5de1b0f2ad25cc0169aa07310f3d,2023-01-09T23:45:00.000,2023-01-10T00:00:00.000,682,4.19,,,24.0,32.0,15.0,3.45,0.0,0.0,18.45,Mobile,Globe Taxi,41.901206994,-87.676355989,POINT (-87.6763559892 41.9012069941),41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841)
76c57a78f29e10935017d3ddb672639081e65eee,565d45f83a15ee7d65f7e519ebd063597b2e7e4ef6309038af538a0091ba887e72011276f3c1f3a051eb1194c6af5cff4e431e1628b6649b6092c43f7a48fcf1,2023-01-09T23:45:00.000,2023-01-10T00:00:00.000,1353,17.85,,,76.0,8.0,43.5,14.4,0.0,4.0,62.4,Credit Card,Sun Taxi,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
96a6b9e93ee256cd99662a309293a70d5dca00c7,3835dded237bfc6b12d2181ec37148bd8385590f81597f643e6775df78ed87f2624ed43201cf94fdccdad7080da7a78290ff20e3c218834cc073389ebb82fb3c,2023-01-09T23:45:00.000,2023-01-09T23:45:00.000,150,0.56,,,8.0,8.0,9.0,2.07,0.0,0.0,11.07,Mobile,Blue Ribbon Taxi Association,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
491d8565cde2f9ced1fee6c8d079702745ca0fab,cf5f0f5970c4961f96199dfcb1b11c9835a7fa2db48ff06a4ea0f99f2c14328e0cf5114f2419049133c1ef9d9cbd532e37c5ef642098f55d01ee7ac3b71ab7aa,2023-01-09T23:45:00.000,2023-01-10T00:00:00.000,824,10.48,,,14.0,,27.0,0.0,0.0,0.0,27.0,Prcard,City Service,41.968069,-87.721559063,POINT (-87.7215590627 41.968069),,,
f93892d29bdcfaa95b16ce4f37b3c0e72dce1dbe,5067aae3d9e1474101b1df5c6b7fe79389e429ea7d820315b964dade113f9db00fd09bdaae86c17e22b9e197059dbc86b2c7e36ce25358737993f757f0b26e94,2023-01-09T23:45:00.000,2023-01-09T23:45:00.000,4,0.0,,,8.0,8.0,40.0,6.08,0.0,0.0,46.58,Credit Card,5 Star Taxi,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
85c08b54cad0df68088db490b9f759460f59f86d,303612a451e04af3d6647e3785c9609872e76f12aeda1935772098e8ccd208a353c4b6f1462a7daff3dc8f100305d8d7a5a791475a3e6ae574a7437167c2b357,2023-01-09T23:45:00.000,2023-01-09T23:45:00.000,480,2.0,,,,,12.25,0.0,0.0,4.0,16.25,Cash,"Taxicab Insurance Agency, LLC",,,,,,
f9656a404dfa1d599ee0599412935b03f55fd821,8123ec5a70681a139fcd93fd477eec0ee05dda8298774835a80496c9e90fbb9443e5d116ba283712e1dec8fdaf9c8acb0f69a77dc20170984c5b380aa8ae3f96,2023-01-09T23:45:00.000,2023-01-09T23:45:00.000,475,3.1,,,8.0,6.0,10.75,2.0,0.0,0.0,13.25,Credit Card,Globe Taxi,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
1e95daf595e1b24d5c249e73902151db157e7e81,c63cbfe61346f6da6766844ceabfbc82e7f14cc8b171ae42733f74334bb2126c3d1f93c6bb938288302c3f5a212dfd0f8d210ec4496a5057f27ec59321f7861a,2023-01-09T23:45:00.000,2023-01-10T00:00:00.000,1500,19.1,17031980000.0,,76.0,,46.5,14.1,0.0,23.5,84.1,Credit Card,Top Cab Affiliation,41.97907082,-87.903039661,POINT (-87.9030396611 41.9790708201),,,
