trip_id,taxi_id,trip_start_timestamp,trip_end_timestamp,trip_seconds,trip_miles,pickup_census_tract,dropoff_census_tract,pickup_community_area,dropoff_community_area,fare,tips,tolls,extras,trip_total,payment_type,company,pickup_centroid_latitude,pickup_centroid_longitude,pickup_centroid_location,dropoff_centroid_latitude,dropoff_centroid_longitude,dropoff_centroid_location
ce84d15235726889efce3c4f3d7995dc1a9581f2,8105e73e69f876853cb9f5053fed42a9769b84588fa29b5675a78a4f63ef4ea192b7cb6c93e9d2ceda36030b27b5d6a7692574b1b858d30203ae6e3cc9d3ac8a,2023-01-04T23:45:00.000,2023-01-05T00:00:00.000,1353,15.66,,,56.0,22.0,39.25,8.75,0.0,4.0,52.5,Credit Card,Flash Cab,41.79259236,-87.769615453,POINT (-87.7696154528 41.7925923603),41.92276062,-87.699155343,POINT (-87.6991553432 41.9227606205)
9aa31061d04aa811ab75378ab7ae89c4d7291259,9e7deaa8f54586d39eba139f48d7c2253630e3ea28f0e2dd8c4c6196582f5f2186229d86d82422e90e672ad90461d4645b5f60213fdb65f060799d01ce0599f8,2023-01-04T23:45:00.000,2023-01-05T00:00:00.000,1606,20.79,,,76.0,,50.25,0.0,0.0,5.5,55.75,Cash,Sun Taxi,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),,,
24356dea0a83003c0fc426e18398c9699f791b7c,1b7aef0344f45914e7942efad05553934fe222c880a1cb19de79fbf7c4c42213cb82f74d26f02a4ef8f42bdba220392fef9e31be732048be89111a59fedafbf4,2023-01-04T23:45:00.000,2023-01-05T00:00:00.000,1244,13.0,,,56.0,8.0,33.5,8.0,0.0,6.0,48.0,Credit Card,Globe Taxi,41.79259236,-87.769615453,POINT (-87.7696154528 41.7925923603),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
3add15345011d7e645eae1796572d139456ead16,8b8b185d8a60ac5edd94c0494d0b9b9c9c86d54c0ab3dda8499692f5fa23a61ad93ae1782f8757b0a0d2a2bc8a2425568345fa88c935b4319c199380f8a38aa7,2023-01-04T23:45:00.000,2023-01-05T00:00:00.000,923,11.21,,,76.0,,28.75,7.15,0.0,6.5,42.9,Credit Card,City Service,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),,,
76eafaa4d8b4e249a69dedb5aa7f22ed9a280357,0bea3de3c36237d68b009b24ee3db86c78e9e618a73a3b5776e5f4bba06775f91b3520db910d24b97d577e57c4372f5d9d2eb58d338f3a0add0e37c0f71f6701,2023-01-04T23:45:00.000,2023-01-05T00:15:00.000,1560,12.3,,,76.0,2.0,31.5,0.0,0.0,4.0,35.5,Credit Card,Taxi Affiliation Services,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),42.001571027,-87.695012589,POINT (-87.6950125892 42.001571027)
4728d13b4ddc2e4b183a837dc42833aa8c05dd54,222a0a55fe5180e292a8e128804e081fa50b05a0329775f9344b50ee230f23d12635ee6a2429af764d01221057af04260089849cfb0192fa29bfda38362ffad6,2023-01-04T23:45:00.000,2023-01-05T00:30:00.000,2772,30.43,,,49.0,76.0,76.0,0.0,0.0,10.0,86.0,Cash,Flash Cab,41.706587882,-87.623366512,POINT (-87.6233665115 41.7065878819),41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146)
4c5446f4298d03eaa4e12cbb11121dfd70f268ac,d1b8521ed4784a33ed7be8ad0a17310131286279504140fd1517dc45a73929267c2abf09d773e863c0f13cdbb5d70462c7de0bbaca3d9dc41fff96c6d7232f9a,2023-01-04T23:45:00.000,2023-01-05T00:15:00.000,1470,12.04,,,76.0,,31.0,0.0,0.0,4.0,35.0,Cash,5 Star Taxi,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),,,
ca72733286f359660e1d571ab003ceffdaa68b8c,314f48fcaf3556a8f1c5a32b497057bb479a7afded63d262a5bd50d85a12ee308958f096b3a375648d64eee4bf19d6be55358257fd31009f88c04da6cac3d0c8,2023-01-04T23:45:00.000,2023-01-05T00:00:00.000,1046,9.14,,,,12.0,24.0,7.38,0.0,5.0,36.88,Credit Card,5 Star Taxi,,,,41.993930128,-87.758353588,POINT (-87.7583535876 41.9939301285)
243b106f6281c05df54bf2ca4ffb5a8e63fc9bca,1acb04c857af31081be646567d63ac255fd46acef2c3f13733692d8f38ef364e77fe4d8439adcaf33d28c3f2234a4e51c43b2523e6dfcff525739e9cb6903bb6,2023-01-04T23:45:00.000,2023-01-05T00:00:00.000,1183,3.64,,,2.0,3.0,13.75,0.0,0.0,0.0,13.75,Cash,Globe Taxi,42.001571027,-87.695012589,POINT (-87.6950125892 42.001571027),41.96581197,-87.655878786,POINT (-87.6558787862 41.96581197)
7083b845d5cb21eb0304182352b54c4b9997882a,158bdb99c0944908e89681ab608203e360f6e359ad4d94ec66617bb6bbb09f1ba7472a0a7d43a8ef444c7218eba2ee8fe5ddab92691f52663915dabe84a03236,2023-01-04T23:45:00.000,2023-01-05T00:00:00.000,919,6.42,,,,,19.75,0.0,0.0,0.0,19.75,Cash,Flash Cab,,,,,,
