trip_id,taxi_id,trip_start_timestamp,trip_end_timestamp,trip_seconds,trip_miles,pickup_census_tract,dropoff_census_tract,pickup_community_area,dropoff_community_area,fare,tips,tolls,extras,trip_total,payment_type,company,pickup_centroid_latitude,pickup_centroid_longitude,pickup_centroid_location,dropoff_centroid_latitude,dropoff_centroid_longitude,dropoff_centroid_location
72763b4515c5bf9d072e6eb26bd30696fc2912dd,093e9e4c05ea53bf75c51763839d5f5bd5d1785c11ee5ec5e805c14bcb833c9fbfd81ab2b7874a85cba14046e54062335b2221738a0bb0bf1ddcfe83a7efa382,2023-01-07T23:45:00.000,2023-01-08T00:00:00.000,254,0.65,17031081500.0,17031081600.0,8.0,8.0,5.25,0.0,0,0.0,5.25,Cash,City Service,41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809),41.892072635,-87.628874157,POINT (-87.6288741572 41.8920726347)
64754618461ca11b2d789f5821fa9b9460fb9302,f9bc93a0ba6b1f18c9709a96c99bb9c5a99054b1711f80ddfe986a0f78a02470f146c48fd7d66bf74fe374f53d032676cb2fb7871afce4314dfdac97d4f22d32,2023-01-07T23:45:00.000,2023-01-08T00:00:00.000,636,5.08,,,8.0,3.0,17.13,4.5,0,0.0,21.63,Mobile,City Service,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.96581197,-87.655878786,POINT (-87.6558787862 41.96581197)
d92ead65f82d77d58d91527ed95443de55920750,c3ebfce9cb4f64d18d29e3e416e9f64dfe671eb8226d44719da28eff8fb2204be6684d86097d4ebc3eb951e8e21977035ecbcc5d96bce6105af21c56d794322a,2023-01-07T23:45:00.000,2023-01-08T00:00:00.000,281,1.26,,,4.0,3.0,6.5,0.0,0,0.0,6.5,Cash,Globe Taxi,41.975170943,-87.687515515,POINT (-87.6875155152 41.9751709433),41.96581197,-87.655878786,POINT (-87.6558787862 41.96581197)
975c8c17ed89ddd7f4ea43065b6017a9fad302a5,ac1f0defd00d6b7417e39256ebe1cad16b64955f9a64f2eaecee6f54e52ec118133f687c8b6603d6e9a27d86a8921fc30e1458e804686d05f9cb83751fac3382,2023-01-07T23:45:00.000,2023-01-08T00:00:00.000,1500,0.0,17031980000.0,17031081500.0,76.0,8.0,43.25,9.55,0,4.0,56.8,Credit Card,Taxi Affiliation Services,41.97907082,-87.903039661,POINT (-87.9030396611 41.9790708201),41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809)
c36b234ff9ec86c430050f926046220e9a968040,02ef8f01232b1b1828f4e5e1b8e8a85cd71b67c449afafbd2dd7ab726b2bb72795fcd00a9bb2477dfa6f8a325bbfde41ae888127ecd354096a1117f5e6fd9e0d,2023-01-07T23:45:00.000,2023-01-08T00:00:00.000,1003,13.15,,,10.0,11.0,33.0,0.0,0,0.0,33.0,Prcard,City Service,41.985015101,-87.804532006,POINT (-87.8045320063 41.9850151008),41.978829526,-87.771166703,POINT (-87.771166703 41.9788295262)
1f4b9db71e01151fdc628f63ed7ab732fcc8525c,68e19b1900a5a4e8193b45649935a261ceb26c8e01d1dcd08bbd9b78930fbcac1a323716936fb8baa6507d24e796aac4b9458cbf484d8a56499f7a8da3e03a74,2023-01-07T23:45:00.000,2023-01-08T00:00:00.000,1680,0.7,,,76.0,2.0,31.5,0.0,0,0.0,31.5,Unknown,Taxi Affiliation Services,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),42.001571027,-87.695012589,POINT (-87.6950125892 42.001571027)
410ce13458fffc979c593e529a9ddf83a1975efa,04c44d1bf8cc741f86f8ccdee5b64b65e5a6631d743450a231aa5efbd6f3cde831cf7b983a65bd9b22563c53f4f0deca843c689ba3db19124a48e6fb05f23b61,2023-01-07T23:45:00.000,2023-01-07T23:45:00.000,300,0.0,,,8.0,8.0,11.0,2.87,0,0.0,13.87,Mobile,5 Star Taxi,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
d3e133dc77222fe038e8358d2f7ffae6988724be,c8f57a1150c210a9e6b3fcfb24c3d6d0a43d1879b4b9795d12ffb5917f2b77c86a098c8f0a7c2a301ef4ea972985d4e05bd8d52a2f7a1ecca253fb8e81e5755e,2023-01-07T23:45:00.000,2023-01-07T23:45:00.000,360,0.0,,,24.0,28.0,6.0,0.0,0,0.0,6.0,Cash,Taxi Affiliation Services,41.901206994,-87.676355989,POINT (-87.6763559892 41.9012069941),41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383)
cf532ae6f012bf92fd72a0c4ce4873814fa15985,2f8c51760f8358b29119959a9a4864d3d320e18a642b598248ccab958908a1da90ed708a7665d4a22a6c0c986b048239e4cd8fcff79c744d5ea2713259678b6a,2023-01-07T23:45:00.000,2023-01-07T23:45:00.000,81,0.01,,,6.0,6.0,3.5,0.0,0,0.0,3.5,Cash,Flash Cab,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
c46269b3615e895ff8fc734e372a9ccd30259f3b,bca79085da78d157007711d04c6e06f655ee5eafb1e5b654033c2f34fcea1d1fd230b48cff6ab67c598d1baa406d0689fd207404711267f2d56fdd93e3a0e6ec,2023-01-07T23:45:00.000,2023-01-08T00:00:00.000,1000,8.58,,,76.0,,23.0,0.0,0,5.0,28.0,Cash,5 Star Taxi,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),,,
7c003b81ac8bf786ba80be995b6953e33593dd7c,03e900bfb7d3c874219b5768436d3145def4dbce8a7c9e55f4af45acb81bf2d4399cf700e4d42f91a9823f0060cfbc33754bc639e9f8e21ab7195ec74440fc7b,2023-01-07T23:45:00.000,2023-01-08T00:00:00.000,586,2.08,,,8.0,7.0,9.0,3.15,0,1.0,13.65,Mobile,Medallion Leasin,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843)
8cc3a3335915c4f98f1504e8ff0097fcbd14c8a3,dd2844d5f13c91c2d50ff5092bacd0f339c5b3c17376b56fa06e0acf5a7142a133994bb6aa0c8d7bbf24684cc8ed4d566533121b031f5dd76787b8bb7b1abf01,2023-01-07T23:45:00.000,2023-01-08T00:00:00.000,718,2.32,,,8.0,24.0,10.0,0.0,0,0.0,10.0,Cash,City Service,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.901206994,-87.676355989,POINT (-87.6763559892 41.9012069941)
bcbbc55c33402b7e7a4c7dec2479e97c5f92cc9d,2c5a6f3edf1ce6d713e455e58c37609cfdb51023cac7dcf2656b5a54493a1b12557feae555be73b179ab885fa9ef9b80466c18dc53d1df56ef19dd19ced06679,2023-01-07T23:45:00.000,2023-01-08T00:00:00.000,1260,14.8,,,76.0,24.0,36.5,8.0,0,5.5,50.0,Credit Card,Top Cab Affiliation,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.901206994,-87.676355989,POINT (-87.6763559892 41.9012069941)
df045c0a67571a622b3480efdef6f45a4675c3d8,1d8661cf286a18a5105e132056c2aadf0b81a551e440fe24a277bd7788b745781717403d591c77238dee781850e9d9ca17c5afb07b61cf15569d98ff41caf179,2023-01-07T23:45:00.000,2023-01-08T00:00:00.000,487,2.51,,,28.0,8.0,12.59,3.31,0,0.0,15.9,Mobile,Chicago Independents,41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
d5dd9c0549d603baea7fe39cb136ad9034c992d5,7f3eadd008844fca4c6c04421f054c09caa0585ca8797bc34dacc93a6f41cbf20a854ab87b19ce1ee607107c6e16ca994e213e41dd94c226bc4d12d9bef7d2ea,2023-01-07T23:45:00.000,2023-01-08T00:00:00.000,294,0.85,,,28.0,28.0,11.0,2.87,0,0.0,13.87,Mobile,Taxicab Insurance Agency Llc,41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383),41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383)
d66eb0c0964754c30a60be1d3f6746b5076535e0,1061d157b2a98a1b1e7871639b836de5fb521101d08d736af9eaa6700648adb48fb8df7f97970cc6b2a7bd6da5840251530b3cccb10d81a56f3779ba7a1354ba,2023-01-07T23:45:00.000,2023-01-08T00:00:00.000,867,0.0,,,32.0,,17.16,2.0,0,0.0,19.16,Mobile,5 Star Taxi,41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841),,,
4bfcbcdde61d245ab90a4b55fd1b8ab2de70926a,ca83178fa4ea3bcd66fe18442103abfb68222d7a44086870f2a2ad16a8ae091062277415b3eb36b5208e701f033ff98c5a3a1ec47abe044b0c475d49e7bb1950,2023-01-07T23:45:00.000,2023-01-07T23:45:00.000,669,7.18,,,8.0,16.0,20.25,0.0,0,0.0,20.25,Cash,Flash Cab,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.953582125,-87.72345239,POINT (-87.7234523905 41.9535821253)
