trip_id,taxi_id,trip_start_timestamp,trip_end_timestamp,trip_seconds,trip_miles,pickup_census_tract,dropoff_census_tract,pickup_community_area,dropoff_community_area,fare,tips,tolls,extras,trip_total,payment_type,company,pickup_centroid_latitude,pickup_centroid_longitude,pickup_centroid_location,dropoff_centroid_latitude,dropoff_centroid_longitude,dropoff_centroid_location
73148503e2a80fa02c10ed6b31dcec0b822c6a72,bca79085da78d157007711d04c6e06f655ee5eafb1e5b654033c2f34fcea1d1fd230b48cff6ab67c598d1baa406d0689fd207404711267f2d56fdd93e3a0e6ec,2023-01-13T23:45:00.000,2023-01-14T00:15:00.000,2109,16.92,,,,,42.0,9.6,0.0,5.5,57.6,Credit Card,5 Star Taxi,,,,,,
7629d6944600cfb11a11d791673e84b984434c8a,9e7deaa8f54586d39eba139f48d7c2253630e3ea28f0e2dd8c4c6196582f5f2186229d86d82422e90e672ad90461d4645b5f60213fdb65f060799d01ce0599f8,2023-01-13T23:45:00.000,2023-01-14T00:15:00.000,1227,17.95,17031980000.0,17031320100.0,76.0,32.0,44.25,5.0,0.0,5.0,54.75,Credit Card,Sun Taxi,41.97907082,-87.903039661,POINT (-87.9030396611 41.9790708201),41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918)
fdafe2c9baf2e72c4edcf2ed90f9282b30788bc8,8dd990653cc2793d96b80ae45e928afc9a590b21b491eea3f522f42a72a5d323e79997fb7b2aab3486de73e89a4c9ae8e8cc377056b9b0d3de37ab822ce2cf33,2023-01-13T23:45:00.000,2023-01-14T00:00:00.000,616,2.63,,,28.0,33.0,10.0,2.1,0.0,0.0,12.6,Mobile,Sun Taxi,41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383),41.857183858,-87.620334624,POINT (-87.6203346241 41.8571838585)
5978dfbdd732f11cbe8cacaaa83e64fe8ea872c9,75cf3a53aae5e5858361a7ca64f75d3407dc0a44d7bc42843fd566a614cf1adcb57d543a15db44103c4801f879ceb236261b336079807dbfd2cd7a7775f166dc,2023-01-13T23:45:00.000,2023-01-13T23:45:00.000,12,0.0,,,22.0,22.0,3.25,0.0,0.0,0.0,3.25,Cash,City Service,41.92276062,-87.699155343,POINT (-87.6991553432 41.9227606205),41.92276062,-87.699155343,POINT (-87.6991553432 41.9227606205)
576ed1ff080b6d9c778857d42d3372d78fc67cef,c6a059410092fa960357f82b5334dd990bd703f4af5b0b151233f92a9accef3bf8a5d6a19796d524408480c039c97f3b743e5f675a72c65a140a1a77d8c532af,2023-01-13T23:45:00.000,2023-01-14T00:30:00.000,1980,1.3,,,28.0,,55.5,17.15,0.0,30.0,102.65,Credit Card,Taxi Affiliation Services,41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383),,,
a709b16171e6466c59c9f50e241ca4bedb90a0ab,9b6ede7d36f53ba56a1ec8882cc17703224ac426ba9ef9d9bb9e030c65941f16af594863f89a22e969c954ff04921ce60214e40b256607e2153b1d6f41fda103,2023-01-13T23:45:00.000,2023-01-13T23:45:00.000,320,1.31,,,8.0,28.0,6.5,0.0,0.0,0.0,6.5,Cash,Taxicab Insurance Agency Llc,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383)
d2c2f0173ac9498397b4054760898340666fe7ad,2c5a6f3edf1ce6d713e455e58c37609cfdb51023cac7dcf2656b5a54493a1b12557feae555be73b179ab885fa9ef9b80466c18dc53d1df56ef19dd19ced06679,2023-01-13T23:45:00.000,2023-01-14T00:00:00.000,480,1.7,,,8.0,32.0,7.75,4.0,0.0,1.0,12.75,Credit Card,Top Cab Affiliation,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841)
df170abe558fdb599a13f28d2960f933645f8f15,54ab53ea65bdfb30a1d764d23fa4f40261b6d8a657125abb18bb2d51deb130f318cf86d6595dd4fda9ce4ddbdfffe93384bb37326ff39d3a78da8a382a4b4d81,2023-01-13T23:45:00.000,2023-01-14T00:00:00.000,561,2.22,,,28.0,8.0,11.0,2.71,0.0,0.0,13.71,Mobile,5 Star Taxi,41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
61aa8d020b48996f7fff676591f0724d490e8098,2981edd199f55bdc8b5ed188de69e9f5d8116ae8d7a434fa0574d57740840e697755e4e77bb4ce8265289b6548d53674a5ac16dde44c3cf653e3ce1c8e064265,2023-01-13T23:45:00.000,2023-01-14T00:00:00.000,780,12.2,,,53.0,61.0,30.75,0.0,0.0,0.0,30.75,Unknown,Taxi Affiliation Services,41.673819904,-87.635739777,POINT (-87.6357397768 41.6738199043),41.80901825,-87.659166599,POINT (-87.6591665992 41.8090182499)
f5731ffa7012bfdd4227bc0761f0b9d853c2928a,c162245b72bbf9a8cba25b26316288ac1195a6df87c26e1fe7bd7822e9e7c177fb00cd6106869325b562e88291430fedf290e8cf678e9f3dd7b7a3551f3674d7,2023-01-13T23:45:00.000,2023-01-14T00:00:00.000,1080,6.8,,,28.0,3.0,19.75,5.05,0.0,0.0,24.8,Credit Card,Taxi Affiliation Services,41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383),41.96581197,-87.655878786,POINT (-87.6558787862 41.96581197)
