trip_id,taxi_id,trip_start_timestamp,trip_end_timestamp,trip_seconds,trip_miles,pickup_census_tract,dropoff_census_tract,pickup_community_area,dropoff_community_area,fare,tips,tolls,extras,trip_total,payment_type,company,pickup_centroid_latitude,pickup_centroid_longitude,pickup_centroid_location,dropoff_centroid_latitude,dropoff_centroid_longitude,dropoff_centroid_location
4c4dd87af12865a42559f00499e038dd3846b16b,6adb02556453c79096b14273579cbc9db7df43dd51e443d7c851eb1b44409f91014edba53645d741741efdf5c56f8f615fdabaca50d0d5b64300c87cc80ce144,2023-01-06T23:45:00.000,2023-01-07T00:00:00.000,1304.0,14.31,,,76.0,,36.0,12.6,0.0,26.5,75.6,Credit Card,Sun Taxi,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),,,
71c68c8b3af8ff81d6f066db7f1db8dd80d8167b,171ec426eaf8f54c5acbb7e3fde8e0683bfa6042af0b00e428e650cd9bc909011a2517de5b32358b9cb9d9ad3d5a5b26bbb14a09f8b7f5c1c9a37fa22f26f7a7,2023-01-06T23:45:00.000,2023-01-06T23:45:00.000,524.0,1.86,,,7.0,6.0,11.0,2.67,0.0,0.0,13.67,Mobile,Flash Cab,41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
aad9c68bb594547e59cfaedfc81e384409107bfd,adb1cb74113851b651b474182fbe95a9663783779db8cca0fdc3ff7ac82cc8fe5d864b7f86a995c64e405fa6c89cd87d00b458108ebe0c62bc23c4c79e61da46,2023-01-06T23:45:00.000,2023-01-06T23:45:00.000,1.0,0.0,,,8.0,8.0,3.25,0.0,0.0,0.0,3.25,Cash,5 Star Taxi,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
da3bfa3073cbb76c9275235232cb1033fcf22665,db757f6c1157d9f81e266396132cd641837c189b803c52df09f005d4aaa36fa8f3c786b71c307bad992636122a7c61873571d96ff24468fd19e4f40d00a3da15,2023-01-06T23:45:00.000,2023-01-07T00:00:00.000,849.0,8.9,,,8.0,77.0,23.25,4.75,0.0,0.0,28.5,Credit Card,Flash Cab,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.9867118,-87.663416405,POINT (-87.6634164054 41.9867117999)
c70d04ebf8b532e4425ee7e61bb789cffd6b6b07,13016372e777da1289d557edbe4ce2be8a68e77bc64768acaf5e0539b10be2ca089238dc27408b49b17899014e6e178e17c3ba455812fd84024f93e266324439,2023-01-06T23:45:00.000,2023-01-06T23:45:00.000,280.0,0.72,17031081600.0,17031081800.0,8.0,8.0,11.0,2.67,0.0,0.0,13.67,Mobile,Taxicab Insurance Agency Llc,41.892072635,-87.628874157,POINT (-87.6288741572 41.8920726347),41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595)
ce86aed308c21e45472f0dcae9fe1537f4ef1d2d,1acb04c857af31081be646567d63ac255fd46acef2c3f13733692d8f38ef364e77fe4d8439adcaf33d28c3f2234a4e51c43b2523e6dfcff525739e9cb6903bb6,2023-01-06T23:45:00.000,2023-01-07T00:00:00.000,925.0,11.15,,,3.0,36.0,28.5,0.0,0.0,0.0,28.5,Prcard,Globe Taxi,41.96581197,-87.655878786,POINT (-87.6558787862 41.96581197),41.82371281,-87.602350437,POINT (-87.6023504372 41.8237128095)
7697d0ab201ee130c725021faf0a5a3e934eac6c,847cf962bd6f62040673e6c24c24940aeb2d7fdaa54677eed6a0aaa4aeef61984916b32d763b4baa6c32476531543bb77e2346cd64f505618f6b9d562243f950,2023-01-06T23:45:00.000,2023-01-06T23:45:00.000,240.0,0.5,17031081600.0,17031081403.0,8.0,8.0,4.25,0.0,0.0,2.0,6.25,Cash,Taxi Affiliation Services,41.892072635,-87.628874157,POINT (-87.6288741572 41.8920726347),41.890922026,-87.618868355,POINT (-87.6188683546 41.8909220259)
09182ba2ace42008d0d9a19d384757a848211d22,b41e8c8124d8d600a4db8b7c176c2956756d378c749cb11c0a8e2c326a4c1cd83cac353869b657c398c9abc2c9d1d4c760905cfd5189595282dbfbe2fb0ce482,2023-01-06T23:45:00.000,2023-01-06T23:45:00.000,240.0,1.0,,,8.0,24.0,6.0,0.0,0.0,0.0,6.0,Cash,Taxi Affiliation Services,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.901206994,-87.676355989,POINT (-87.6763559892 41.9012069941)
36699025a012c10561660e600a8253d2a8f22616,89ba04787326043a188629f7721bb7a1b90d7e0d024e6ca6cb9ee03570d822c4bc09e6809664db77feac7f7a7fca9572dc9cc3d8f16fb9e99241ed4153c04518,2023-01-06T23:45:00.000,2023-01-07T00:00:00.000,1012.0,12.18,,,76.0,21.0,31.0,7.1,0.0,4.0,42.6,Credit Card,Taxicab Insurance Agency Llc,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.938666196,-87.711210593,POINT (-87.7112105933 41.9386661962)
919e93d0293b10c7e0721ec7e94eadd99378f001,0f831bff43d83f396f2e4950126c6137dcdb60fb4c8580ffe860203747a83a789b22f2f9e4fbdd0dd8ed8c310366d8935228ddbcadf708fb9691ca5dd1b6c802,2023-01-06T23:45:00.000,2023-01-07T00:00:00.000,732.0,2.95,,,8.0,6.0,10.75,0.0,0.0,1.0,11.75,Cash,Sun Taxi,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
