trip_id,taxi_id,trip_start_timestamp,trip_end_timestamp,trip_seconds,trip_miles,pickup_census_tract,dropoff_census_tract,pickup_community_area,dropoff_community_area,fare,tips,tolls,extras,trip_total,payment_type,company,pickup_centroid_latitude,pickup_centroid_longitude,pickup_centroid_location,dropoff_centroid_latitude,dropoff_centroid_longitude,dropoff_centroid_location
f976692a1e2972b2da8687ed525fa3ea60caff95,b5e2695a2f44b9bce7a0a86148ac418802f0067be1f6d40c296faa691e9ceb29e1c7515d6c60ee3b37236ea93a6ae4100561e981d5078117a2b1d1691f92f968,2023-01-14T23:45:00.000,2023-01-15T00:15:00.000,1315,5.92,,,24.0,77.0,20.83,3.9,0.0,0.0,24.73,Mobile,Sun Taxi,41.901206994,-87.676355989,POINT (-87.6763559892 41.9012069941),41.9867118,-87.663416405,POINT (-87.6634164054 41.9867117999)
0f9ee7183e14f70a143efebefb970b08d62fe7bb,e849bd6c8835368538c8d5c39d09996a752ac157a67975c735fa157a4731eaa4e776be7da84a7f9c7e45f0b96ece880084f5412968bb8434d1d5f50431325e63,2023-01-14T23:45:00.000,2023-01-15T00:00:00.000,1124,9.94,,,7.0,39.0,26.0,5.7,0.0,2.0,34.2,Mobile,Taxicab Insurance Agency Llc,41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843),41.808916283,-87.596183344,POINT (-87.5961833442 41.8089162826)
9bb5c4777d46b1b2e305b8433d8f10424e90dffb,ae21d024a249783394ef3fcd91c8abad23fe127549fe964ac600cfa54a91bf42db12d9982b9d4b4b12b8f871e08d44811e99a54675bb1d2806716aaffaba3989,2023-01-14T23:45:00.000,2023-01-15T00:00:00.000,660,0.2,,,32.0,24.0,12.0,2.7,0.0,1.0,15.7,Credit Card,Taxi Affiliation Services,41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841),41.901206994,-87.676355989,POINT (-87.6763559892 41.9012069941)
a1881003573b81d2af87e10ba88965f5e793b1f5,fb61583f0b732a39f08c04267cd6b923c05ccfb9baffb187f5fbf835473cee4466eb437fe5e5b8507edde5a8f90fe03c227822d00b48643eee2053ab99bd13a2,2023-01-14T23:45:00.000,2023-01-14T23:45:00.000,569,2.26,,,8.0,7.0,9.0,4.0,0.0,1.0,14.5,Credit Card,Sun Taxi,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843)
75467aba63ce21874ad7cb9cf1a173c1dfd7b32e,2981edd199f55bdc8b5ed188de69e9f5d8116ae8d7a434fa0574d57740840e697755e4e77bb4ce8265289b6548d53674a5ac16dde44c3cf653e3ce1c8e064265,2023-01-14T23:45:00.000,2023-01-15T00:00:00.000,600,6.1,,,38.0,44.0,17.25,0.0,0.0,0.0,17.25,Unknown,Taxi Affiliation Services,41.812948939,-87.617859676,POINT (-87.6178596758 41.8129489392),41.740205756,-87.615969523,POINT (-87.6159695226 41.7402057565)
1fa4228e97019d99d268c13898f414b0ca991f68,5f88daef22c65f61d051338809a96d6bc7f471c4e2cd73a6a5cb0058dd3affb03f82eb2a344695f5cfb9da95399827a5fb8bcdcbdfedda9612bee3fd71b1537c,2023-01-14T23:45:00.000,2023-01-14T23:45:00.000,360,1.1,,,32.0,32.0,6.0,0.0,0.0,0.0,6.0,Cash,U Taxicab,41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841),41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841)
b2a32e3b9caf6bcd0749a4fea47d162cb95dc63c,a500c0da8fa893c9bdff48770ab8acfcb8d874014a09a9bfbff7f3e682919e522adb81b4d4036f38f7fd9b6475d1bfe50c0ec5d1805bc67d21281e800073adcf,2023-01-14T23:45:00.000,2023-01-14T23:45:00.000,60,0.0,,,8.0,8.0,45.25,9.15,0.0,0.0,54.4,Credit Card,Taxi Affiliation Services,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
4551084bedbb9658b77372873113f6949eeb9c39,20748c08a2cc5aef4b6f0f88f0e78db32cac1a858f7e098bf151d6a28d4f3370bec588fd2611d6fc9c9c32aaffb524626fa695e96c02a666e7b5729747c9e3ec,2023-01-14T23:45:00.000,2023-01-15T00:30:00.000,2964,31.39,,17031081800.0,,8.0,75.5,0.0,0.0,8.5,84.0,Cash,Star North Taxi Management Llc,,,,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595)
edd85579598458fdfc0947bc488eb258f30358d6,d5a39ffd1a6f7f670ef5196342c025b9ad62aa127b8f567c30e05caf38f73984fd3a51c8bcf472a73f5fceb419c90fcc80c4a536cbc77a3c037285899270a80f,2023-01-14T23:45:00.000,2023-01-15T00:00:00.000,594,2.14,,,32.0,8.0,9.25,0.98,0.0,0.0,10.73,Mobile,Blue Ribbon Taxi Association,41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
26cd6dc8ba74686563f135f7113db36d41ffa0ea,b9ce4a1df5c8bf18e20212f8310e1b1e72b44dff6c9157ecd9cf5174643e0983e9ee0cd67b8596b2d74f4d1571fc7108d2030bf17741a9dcaf9433e1f615176b,2023-01-14T23:45:00.000,2023-01-14T23:45:00.000,105,0.35,,,8.0,8.0,4.0,0.0,0.0,0.0,4.0,Cash,City Service,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
