trip_id,taxi_id,trip_start_timestamp,trip_end_timestamp,trip_seconds,trip_miles,pickup_census_tract,dropoff_census_tract,pickup_community_area,dropoff_community_area,fare,tips,tolls,extras,trip_total,payment_type,company,pickup_centroid_latitude,pickup_centroid_longitude,pickup_centroid_location,dropoff_centroid_latitude,dropoff_centroid_longitude,dropoff_centroid_location
d1a045b026e51cf2a7779e4fd25905ccab5f24fd,158bdb99c0944908e89681ab608203e360f6e359ad4d94ec66617bb6bbb09f1ba7472a0a7d43a8ef444c7218eba2ee8fe5ddab92691f52663915dabe84a03236,2023-01-01T23:45:00.000,2023-01-01T23:45:00.000,300.0,0.0,,,7.0,8.0,11.0,2.67,0.0,0.0,13.67,Mobile,Flash Cab,41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
3c8847dcdcfa664f7bef48556ddf8ea601a0c7f3,9cb47fa2c894bf0e58fe8d2fcddfff50c941ad646316cd3c4e1ea2ca4c365c47387598280ab3f293b6663ec9162fd4efcff4fec16ecd16bb6383ee40956f1b41,2023-01-01T23:45:00.000,2023-01-02T00:00:00.000,1382.0,13.58,,,56.0,8.0,34.75,7.85,0.0,4.0,47.1,Credit Card,Blue Ribbon Taxi Association,41.79259236,-87.769615453,POINT (-87.7696154528 41.7925923603),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
e171c03ee873059590fc2458b3aeafbc59e29d82,75cf3a53aae5e5858361a7ca64f75d3407dc0a44d7bc42843fd566a614cf1adcb57d543a15db44103c4801f879ceb236261b336079807dbfd2cd7a7775f166dc,2023-01-01T23:45:00.000,2023-01-01T23:45:00.000,429.0,0.97,,,28.0,8.0,11.0,2.67,0.0,0.0,13.67,Mobile,City Service,41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
a0a81036b85a3d180880fc46f566b9970973761a,1abe187a2fc4651ccce1e88231f8b38f071fcc234804e909692955d142f22fa452d2a5c886113c868e96da0680b9043c8c4df09f73ebe1d52cb29eeaf576daf1,2023-01-01T23:45:00.000,2023-01-01T23:45:00.000,70.0,0.0,,,,,3.5,0.0,0.0,98.0,101.5,Cash,Sun Taxi,,,,,,
8fb6dc093259117f4e13b8dc94741944317960df,f9bc93a0ba6b1f18c9709a96c99bb9c5a99054b1711f80ddfe986a0f78a02470f146c48fd7d66bf74fe374f53d032676cb2fb7871afce4314dfdac97d4f22d32,2023-01-01T23:45:00.000,2023-01-02T00:15:00.000,1205.0,13.42,,,76.0,6.0,33.75,9.56,0.0,4.0,47.81,Credit Card,City Service,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
903458a122f69c8c63d55002d09de44163dbf1b6,829dced7036593da33254d88a2d065c1698fc377e76c93f5401b6421fcb3c618860b632a5932a359a4893a40a0e75a5f3106811716625dd84ff683aff0dd7877,2023-01-01T23:45:00.000,2023-01-02T00:00:00.000,1200.0,0.0,,,76.0,5.0,30.5,0.0,0.0,4.0,34.5,Cash,Taxi Affiliation Services,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.947791586,-87.683834942,POINT (-87.6838349425 41.9477915865)
16ee7c8d0b84a85f78649da614394b6709fed077,0bea3de3c36237d68b009b24ee3db86c78e9e618a73a3b5776e5f4bba06775f91b3520db910d24b97d577e57c4372f5d9d2eb58d338f3a0add0e37c0f71f6701,2023-01-01T23:45:00.000,2023-01-01T23:45:00.000,60.0,0.0,,,28.0,28.0,3.25,0.0,0.0,5.0,8.25,Cash,Taxi Affiliation Services,41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383),41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383)
de08a4d94062e6ac9bc29fe3dd8a90d195557e89,c797f1560410b9db343567ea7c8e4095f66ceb65800fa466623d4695efdf3151679fb9bfe88ee18d47096e518c23d9c517e741de11df233e4c4bc11da8c3d8b1,2023-01-01T23:45:00.000,2023-01-02T00:30:00.000,2480.0,27.64,,,55.0,25.0,75.41,0.0,0.0,0.0,75.41,Cash,Flash Cab,41.663670652,-87.540935513,POINT (-87.5409355129 41.6636706517),41.890608853,-87.756046711,POINT (-87.7560467111 41.8906088526)
c144ca08feb1564b380ba000eb44c2c45ca30b15,9ff153898c75dbd960a207b660a71f92f79b666dcec98e18922f8f00bcabaa1138a0cbf70c2946647f65fedb7763759f4a6f6c71ebcf56d42002966d7c4df241,2023-01-01T23:45:00.000,2023-01-02T00:15:00.000,1800.0,25.2,,,76.0,41.0,60.25,12.95,0.0,4.0,77.2,Credit Card,Taxi Affiliation Services,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.794090253,-87.592310855,POINT (-87.592310855 41.794090253)
e2b95d0f62ec73ea59576e1033bb522eb023aa7a,75cf3a53aae5e5858361a7ca64f75d3407dc0a44d7bc42843fd566a614cf1adcb57d543a15db44103c4801f879ceb236261b336079807dbfd2cd7a7775f166dc,2023-01-01T23:45:00.000,2023-01-02T00:00:00.000,290.0,0.79,,,8.0,8.0,5.5,0.0,0.0,1.0,6.5,Cash,City Service,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
