trip_id,taxi_id,trip_start_timestamp,trip_end_timestamp,trip_seconds,trip_miles,pickup_census_tract,dropoff_census_tract,pickup_community_area,dropoff_community_area,fare,tips,tolls,extras,trip_total,payment_type,company,pickup_centroid_latitude,pickup_centroid_longitude,pickup_centroid_location,dropoff_centroid_latitude,dropoff_centroid_longitude,dropoff_centroid_location
b15bbe90be77bfc2fc8e66db0ff9ed18441544dc,6c1e4e8e25a1b47575b359c5a0844cf23c50e540a86ecd0716fcd41f8c69995471259465f9936a4f3f80ba88d9ef7a2f9f02c40102f1c5c21b8f23f77ef48d84,2023-01-08T23:45:00.000,2023-01-09T00:00:00.000,609,1.47,,,8.0,32.0,8.0,4.0,0.0,1.0,13.5,Credit Card,Flash Cab,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841)
85cc39928c5bbb7303d2dad8e870ab8897d1d2d8,4136627ef25b9fad79910c55679c02d8e1f2a42925d29c89625b9a1b45192d184a2a2d368927e2eeccd104c0c21efb24cbe8a9d1c27bc3513911181e1c9ac216,2023-01-08T23:45:00.000,2023-01-09T00:15:00.000,1140,0.8,,,76.0,7.0,34.75,8.05,0.0,5.0,47.8,Credit Card,Taxi Affiliation Services,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843)
aaabb050b5bcbdb60ebf59641678531a150536f0,ac46c4b24441cc9426185f60c5fbd8852266f8539cb862b7d563c70f5f1b0caef92121e0db1816d3c6b9f1b6359188c947d41f6658efbddb4855cc8c4613f7a6,2023-01-08T23:45:00.000,2023-01-09T00:00:00.000,736,4.59,,,8.0,6.0,17.38,4.34,0.0,0.0,21.72,Mobile,Blue Ribbon Taxi Association,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
79f37b1644173ef1b842cdd97d22fef93a4e7539,0f846a75c6e6a4a065d188e1a4c41eb2f8794a2fc073b1338d79c7c42a6ba625e064022f9d7f71e8cb61a08e371ee7289431ade0dd5f5a6e4b0aae94178f1860,2023-01-08T23:45:00.000,2023-01-09T00:15:00.000,2114,13.84,,,76.0,77.0,35.75,8.05,0.0,4.0,48.3,Credit Card,Flash Cab,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.9867118,-87.663416405,POINT (-87.6634164054 41.9867117999)
66c17e2211242f2916a6a8bb6bc6e6276a9ef848,bee9782d8d7310bc1b902a8fe547baf0da4c95165bd81fa8562135699154d78cafe9b966c231126dcc9db2ef96ca27cee093190d4162697d8fc0c5a27403afe2,2023-01-08T23:45:00.000,2023-01-09T00:15:00.000,1404,17.42,,,56.0,3.0,42.75,5.0,0.0,5.0,53.25,Credit Card,City Service,41.79259236,-87.769615453,POINT (-87.7696154528 41.7925923603),41.96581197,-87.655878786,POINT (-87.6558787862 41.96581197)
19bfdd44612a3dc4cbeaa3b6ab361cf895e79733,d2a9362483decbe7b2d28d38ff371f05fafd542a60e8c9e4d5e3150e2c0b41b9e2b69e561807859b9ccb8c0f27922c183460b9f858df03f53b9656b8b829ceb1,2023-01-08T23:45:00.000,2023-01-09T00:00:00.000,971,11.61,,,35.0,3.0,29.5,0.0,0.0,0.0,29.5,Prcard,Flash Cab,41.835117986,-87.618677767,POINT (-87.6186777673 41.8351179863),41.96581197,-87.655878786,POINT (-87.6558787862 41.96581197)
3fd0a23d0583e3800d2a31741da2ce427c69c749,f98f11f44f57049384b194a85aaf22a5f20775431aa34655d3f0e3cf63ba512bc276f07188aaa75be7bd1f5fa619e6cf387b9e39d6938752fd5f3a07e46f6f9b,2023-01-08T23:45:00.000,2023-01-09T00:00:00.000,970,10.16,,,56.0,32.0,26.75,9.38,0.0,4.0,40.63,Credit Card,Chicago Independents,41.79259236,-87.769615453,POINT (-87.7696154528 41.7925923603),41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841)
4c8391cdac27ca83412e7d66123dc4df4960ff14,1a1189d1e9f4f676bbeaf49903912684b94453576a234f5d936dd20a4c68663576906b385222d8e26caaacefdad8a154d7dd0cda53857350c7ea755e7a51bcfc,2023-01-08T23:45:00.000,2023-01-09T00:00:00.000,1180,13.56,,,8.0,44.0,33.75,5.0,0.0,0.0,39.25,Credit Card,Sun Taxi,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.740205756,-87.615969523,POINT (-87.6159695226 41.7402057565)
d6917f709a567453e1d2576b2f90f1ff2d6e6a90,158bdb99c0944908e89681ab608203e360f6e359ad4d94ec66617bb6bbb09f1ba7472a0a7d43a8ef444c7218eba2ee8fe5ddab92691f52663915dabe84a03236,2023-01-08T23:45:00.000,2023-01-09T00:15:00.000,1599,8.1,,,3.0,17.0,24.0,0.0,0.0,0.0,24.0,Cash,Flash Cab,41.96581197,-87.655878786,POINT (-87.6558787862 41.96581197),41.94651142,-87.806020002,POINT (-87.8060200025 41.9465114202)
3de46d71d3714c48d42df24844d73a4dce1fa857,9e7deaa8f54586d39eba139f48d7c2253630e3ea28f0e2dd8c4c6196582f5f2186229d86d82422e90e672ad90461d4645b5f60213fdb65f060799d01ce0599f8,2023-01-08T23:45:00.000,2023-01-09T00:15:00.000,1371,17.08,,,76.0,8.0,42.5,7.2,0.0,5.0,55.2,Mobile,Sun Taxi,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
